timestamp_ms,sample_index,ldr_raw,led_state,active_mode,scenario_tag
79500,795,0,1,1,steady_dark
79600,796,0,0,1,steady_dark
79700,797,0,0,1,steady_dark
79800,798,0,0,1,steady_dark
79900,799,0,0,1,steady_dark
80000,800,0,0,1,steady_dark
80100,801,0,0,1,steady_dark
80200,802,0,0,1,steady_dark
80300,803,0,0,1,steady_dark
80400,804,0,0,1,steady_dark
80500,805,0,0,1,steady_dark
80600,806,0,0,1,steady_dark
80700,807,0,0,1,steady_dark
80800,808,0,0,1,steady_dark
80900,809,0,0,1,steady_dark
81000,810,0,0,1,steady_dark
81100,811,0,0,1,steady_dark
81200,812,0,0,1,steady_dark
81300,813,0,0,1,steady_dark
81400,814,0,0,1,steady_dark
81500,815,0,0,1,steady_dark
81600,816,0,0,1,steady_dark
81700,817,0,0,1,steady_dark
81800,818,0,0,1,steady_dark
81900,819,0,0,1,steady_dark
82000,820,0,1,1,steady_dark
82100,821,0,1,1,steady_dark
82200,822,0,1,1,steady_dark
82300,823,0,1,1,steady_dark
82400,824,0,1,1,steady_dark
82500,825,0,1,1,steady_dark
82600,826,0,1,1,steady_dark
82700,827,0,1,1,steady_dark
82800,828,0,1,1,steady_dark
82900,829,0,1,1,steady_dark
83000,830,0,1,1,steady_dark
83100,831,0,0,1,steady_dark
83200,832,0,0,1,steady_dark
83300,833,0,0,1,steady_dark
83400,834,0,0,1,steady_dark
